All Social,All Social,All Social,All Social,All Social,All Social,All Social,All Social,All Social,All Social,All Social,All Social,Facebook,Instagram,LinkedIn,LinkedIn,Google (GBP),Google (GBP),Google (GBP),Google (GBP),Google (GBP),Google (GBP),Google (GBP),Google (GBP),Google (GBP),Google (GBP),YouTube,YouTube,YouTube,TikTok,TikTok,TikTok,TikTok,TikTok,TikTok,TikTok,Community,Community,Pinterest,Pinterest
postAtSpecificTime (YYYY-MM-DD HH:mm:ss),content,OGmetaUrl (url),imageUrls (comma-separated),gifUrl,videoUrls (comma-separated),thumbnailUrl,mediaOptimization (true/false),applyWatermark (true/false),tags (comma-separated),category,followUpComment,type (post/story/reel),type (post/story/reel),pdfTitle,postAsPdf (true/false),eventType (call_to_action/event/offer),actionType (none/order/book/shop/learn_more/call/sign_up),title,offerTitle,startDate (YYYY-MM-DD HH:mm:ss),endDate (YYYY-MM-DD HH:mm:ss),termsConditions,couponCode,redeemOnlineUrl,actionUrl,title,privacyLevel (private/public/unlisted),type (video/short),privacyLevel (everyone/friends/only_me),promoteOtherBrand (true/false),enableComment (true/false),enableDuet (true/false),enableStitch (true/false),videoDisclosure (true/false),promoteYourBrand (true/false),title,notifyAllGroupMembers (true/false),title,link
2026-06-12 12:00:00,"La clienta escribió un sábado para reservar. Le contestaron el lunes. Ya tenía cita en otro lado.

Una peluquería no pierde clientas por el corte. Las pierde por no responder cuando la clienta quería reservar. Con SoyIA, cada mensaje recibe respuesta y la agenda se llena sola.

#SoyIA #CriterioPrimero #Peluqueria #SalonDeBelleza #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-01-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-01-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-01-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,peluqueria",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-06-26 12:00:00,"Tres citas no llegaron hoy. Nadie las confirmó. Nadie llenó el hueco.

La silla vacía no avisa. SoyIA confirma cada cita, le recuerda a la clienta y reacomoda los cancelados. El día no se trabaja a medias.

#SoyIA #CriterioPrimero #Peluqueria #SalonDeBelleza #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-02-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-02-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-02-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,peluqueria",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-10 12:00:00,"Un interesado preguntó por un apartamento a las 11 p.m. Le respondieron dos días después. Ya estaba viendo otros tres.

En bienes raíces, el primero que responde con claridad lleva ventaja. SoyIA contesta al instante, califica al interesado y te avisa cuándo vale tu tiempo.

#SoyIA #CriterioPrimero #RealEstate #BienesRaices #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-03-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-03-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-03-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,real-estate",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-07-24 12:00:00,"Tienes 400 contactos en el teléfono. No sabes a cuántos seguiste este mes.

La base de datos dormida es la venta que ya pagaste y no cobraste. SoyIA retoma cada contacto en el momento correcto, sin que tengas que acordarte de nadie.

#SoyIA #CriterioPrimero #RealEstate #BienesRaices #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-04-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-04-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-04-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,real-estate",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-07 12:00:00,"Pasaste el sábado mostrando una propiedad a alguien que no tenía cómo comprarla.

Tu tiempo es el inventario más caro que tienes. SoyIA califica al interesado antes de la visita: presupuesto, plazo, intención. Vas a las que cierran.

#SoyIA #CriterioPrimero #RealEstate #BienesRaices #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-05-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-05-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-05-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,real-estate",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-08-21 12:00:00,"El paciente terminó el tratamiento y nunca volvió al control. Nadie le recordó.

En odontología, el seguimiento es salud y es facturación. SoyIA recuerda cada control, reactiva pacientes y mantiene la agenda llena sin perseguir a nadie a mano.

#SoyIA #CriterioPrimero #Odontologia #Dentista #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-06-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-06-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-06-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,odontologia",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-04 12:00:00,"Cotizaste un tratamiento. El paciente dijo ""lo pienso"". Nadie volvió a escribir.

La mayoría de los tratamientos no se rechazan. Se quedan esperando un seguimiento que nunca llega. SoyIA retoma cada cotización en el momento justo, sin sonar a presión.

#SoyIA #CriterioPrimero #Odontologia #Dentista #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-07-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-07-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-07-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,odontologia",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-18 12:00:00,"Las promociones las mandas a todos por igual. Llegan a quien ya compró y a quien nunca preguntó.

Hablarle a todos por igual es la forma más cara de no hablarle a nadie. SoyIA segmenta por interés e historial y manda la oferta correcta a la persona correcta.

#SoyIA #CriterioPrimero #Estetica #MedicinaEstetica #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-08-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-08-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-08-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,estetica",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-10-02 12:00:00,"El cliente preguntó por reservas en Instagram un viernes. Respondiste el lunes, sin mesa y sin cliente.

El viernes a la noche no espera al lunes. SoyIA responde reservas y pedidos al instante, en el canal donde el cliente ya está escribiendo.

#SoyIA #CriterioPrimero #Restaurantes #Gastronomia #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-09-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-09-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-09-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,restaurante",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-10-16 12:00:00,"El socio dejó de venir hace tres semanas. Su mensualidad vence pronto. Nadie lo notó.

La retención no es suerte: es seguimiento. SoyIA detecta al socio que se está enfriando y lo reactiva antes de que cancele.

#SoyIA #CriterioPrimero #Gimnasios #Fitness #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-10-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-10-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-10-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,gimnasio",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-10-23 12:00:00,"La vacuna del paciente venció hace dos meses. El dueño no se acordó. La clínica tampoco avisó.

En una veterinaria, el recordatorio es cuidado y es ingreso recurrente. SoyIA avisa cada vacuna, control y desparasitación en su fecha.

#SoyIA #CriterioPrimero #Veterinaria #Mascotas #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-11-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-11-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-11-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,veterinaria",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-10-30 12:00:00,"Un cliente potencial escribió por un caso. Estabas en audiencia. Cuando viste el mensaje, ya tenía abogado.

En servicios legales, la primera respuesta pesa. SoyIA atiende la consulta inicial, agenda la cita y no deja que un caso se vaya por estar ocupado.

#SoyIA #CriterioPrimero #Abogados #ServiciosLegales #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-12-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-12-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-12-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,abogados",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-11-13 12:00:00,"Cada cierre de mes persigues a los clientes por los mismos documentos. Por correo, por WhatsApp, por teléfono.

La parte cara de la contabilidad no son los números. Es el ir y venir por papeles. SoyIA recuerda, recolecta y ordena lo que cada cliente debe entregar.

#SoyIA #CriterioPrimero #Contadores #Contabilidad #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-13-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-13-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-13-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,contadores",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-11-20 12:00:00,"El paciente pidió cita por teléfono, esperó en línea y colgó. No volvió a llamar.

Cada llamada sin contestar es un paciente que se atiende en otro lado. SoyIA agenda citas las 24 horas, por el canal que el paciente prefiera, sin dejarlo en espera.

#SoyIA #CriterioPrimero #ClinicaMedica #Salud #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-14-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-14-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-14-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,clinica-medica",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-11-27 12:00:00,"La póliza del cliente vence en dos semanas. Nadie lo contactó. Renovó con otro corredor.

En seguros, la renovación es la relación. SoyIA avisa cada vencimiento a tiempo y mantiene el contacto vivo entre pólizas.

#SoyIA #CriterioPrimero #Seguros #Corredores #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-15-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-15-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-15-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,seguros",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-12-04 12:00:00,"El carro salió del taller hace seis meses. Tocaba mantenimiento. Nadie le escribió al cliente.

El mantenimiento recurrente es el ingreso más predecible de un taller, si alguien lo sigue. SoyIA recuerda cada servicio en su fecha.

#SoyIA #CriterioPrimero #TallerMecanico #Automotriz #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-16-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-16-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-16-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,taller-mecanico",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-12-11 12:00:00,"El carrito quedó lleno y abandonado. Nadie volvió a escribirle a ese cliente.

La venta de e-commerce no termina en el carrito. Vive en el seguimiento. SoyIA recupera carritos abandonados y responde dudas antes de que el cliente cierre la pestaña.

#SoyIA #CriterioPrimero #Ecommerce #TiendaOnline #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-17-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-17-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-17-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,e-commerce",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-12-18 12:00:00,"El interesado pidió información del curso. Recibió el PDF y nada más. Se inscribió en otro lado.

Mandar el folleto no es vender el curso. SoyIA responde dudas, hace seguimiento y acompaña al interesado hasta la matrícula.

#SoyIA #CriterioPrimero #Educacion #Cursos #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-18-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-18-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-18-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,educacion",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-12-25 12:00:00,"El huésped preguntó disponibilidad por WhatsApp a medianoche. Respondieron al desayuno. Ya reservó en otro hotel.

El viajero decide cuando pregunta, no cuando tú abres la oficina. SoyIA responde y reserva las 24 horas.

#SoyIA #CriterioPrimero #Hoteles #Turismo #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-19-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-19-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-19-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,hoteles",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2027-01-01 12:00:00,"Alguien escribió pidiendo una primera cita. Le costó dar el paso. Nadie respondió a tiempo. No volvió a intentarlo.

En salud mental, la primera respuesta importa el doble. SoyIA atiende con cuidado, agenda la primera sesión y no deja sola a la persona que dio el paso.

#SoyIA #CriterioPrimero #Psicologia #SaludMental #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-20-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-20-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-20-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,psicologia",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2027-01-08 12:00:00,"Cerraste la venta, entregaste las llaves y ahí terminó el contacto. Ese cliente conocía a tres compradores más.

La venta cerrada es el inicio de las próximas tres. SoyIA mantiene la relación post-venta y activa referidos sin que tengas que acordarte.

#SoyIA #CriterioPrimero #RealEstate #BienesRaices #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-21-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-21-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-21-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,real-estate",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2027-01-15 12:00:00,"Llegan leads de Instagram, del portal, de la web y de WhatsApp. Cada uno en su lado. Algunos se pierden.

Cinco canales sin un solo lugar que los unifique no es estar disponible. Es estar disperso. SoyIA junta todos los leads en un solo flujo.

#SoyIA #CriterioPrimero #RealEstate #BienesRaices #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-22-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-22-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-22-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,real-estate",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2027-01-22 12:00:00,"Hace un año alguien dijo ""todavía no es el momento"". Hoy quizás sí. Nadie volvió a preguntarle.

El ""no ahora"" no es un ""no"". Es un ""después"". SoyIA recuerda esos contactos y los retoma cuando el momento llega.

#SoyIA #CriterioPrimero #RealEstate #BienesRaices #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-23-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-23-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-23-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,real-estate",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2027-01-29 12:00:00,"El cliente venía cada tres semanas. Lleva dos meses sin aparecer. Nadie lo notó.

En una barbería, la frecuencia es el negocio. SoyIA detecta cuándo un cliente se pasa de su ciclo y lo invita a volver antes de que busque otro lugar.

#SoyIA #CriterioPrimero #Barberia #Peluqueria #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-24-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-24-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-24-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,peluqueria-barberia",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2027-02-05 12:00:00,"Tres pacientes no llegaron hoy. Ninguno avisó. La agenda se veía llena; la clínica trabajó a medias.

El no-show no es del paciente olvidadizo. Es del recordatorio que no se mandó. SoyIA confirma cada cita y reacomoda los espacios.

#SoyIA #CriterioPrimero #Odontologia #Dentista #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-25-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-25-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-25-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,odontologia",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2027-02-12 12:00:00,"El pedido entró por mensaje, se traspapeló entre cien chats y salió tarde. El cliente no volvió a pedir.

En delivery, el caos de pedidos cuesta clientes. SoyIA toma el pedido, confirma y ordena la cola sin que nada se pierda en el chat.

#SoyIA #CriterioPrimero #Delivery #Restaurantes #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-26-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-26-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-26-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,restaurante-delivery",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2027-02-19 12:00:00,"La paciente hizo la primera sesión del tratamiento. Tocaban cinco más. No volvió y nadie la contactó.

Los paquetes de varias sesiones viven del seguimiento. SoyIA recuerda cada sesión y mantiene el tratamiento en marcha.

#SoyIA #CriterioPrimero #Estetica #MedicinaEstetica #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-27-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-27-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-27-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,estetica",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2027-02-26 12:00:00,"Enviaste la propuesta de honorarios. El cliente la leyó. Nadie volvió a tocar el tema. El caso se enfrió.

La propuesta enviada no es el cierre. El seguimiento sí. SoyIA retoma cada propuesta con criterio, sin que parezca presión.

#SoyIA #CriterioPrimero #Abogados #ServiciosLegales #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-28-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-28-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-28-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,abogados",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2027-03-05 12:00:00,"El paciente terminó su chequeo. El próximo control es en seis meses. Nadie va a acordarse en seis meses.

La medicina preventiva depende del recordatorio. SoyIA agenda el seguimiento a futuro y trae de vuelta al paciente en su fecha.

#SoyIA #CriterioPrimero #Salud #ClinicaMedica #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-29-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-29-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-29-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,clinica-salud",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
2027-03-12 12:00:00,"Pasas el día contestando las mismas cinco preguntas: precio, metraje, si acepta crédito, dónde queda, si hay cita.

Tu tiempo debería ir a cerrar, no a repetir. SoyIA responde lo repetitivo al instante y te deja solo las conversaciones que avanzan.

#SoyIA #CriterioPrimero #RealEstate #BienesRaices #AutomatizacionConCriterio #SeguimientoComercial #PymesPanama #NegociosLATAM #IAaplicada",,"https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-30-slide-1.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-30-slide-2.png, https://raw.githubusercontent.com/abolivar/soyia-rrss/main/images/caso-30-slide-3.png",,,,TRUE,FALSE,"soyia,carrusel,real-estate",Casos por vertical,,post,post,,,,,,,,,,,,,,,,,,,,,,,,,,
